Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,GRASP GL Library Format,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Grassroots DICOM Library,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,HOOPS 3D Graphics System,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,ILNumerics.Net,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Horde3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,ImageMagick,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Immediate Mode Computer Graphics,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Irrlicht Engine,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,IRIS GL,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,J2K-Codec,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Java 2D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Java 3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Java OpenGL,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,JavaScript InfoVis Toolkit,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,JMonkey Engine,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,JT Open,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Kakadu,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Libart,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Khronos Group,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Libjpeg,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Libpng,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Librsvg,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Libpolo,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Libtiff,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Libx,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Lightweight Java Game Library,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Mantle,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Little CMS,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Mesa Computer Graphics,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Metal iOS API,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,MiniGL,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,MiniGLX,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Mobile 3D Graphics API,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,MuPDF,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Netpbm,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,O3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Oak3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Object-Oriented Graphics Rendering Engine,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Open Asset Import Library,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Open Inventor,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL Architecture Review Board,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL Easy Extension library,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL ES,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL ES 3D API for Embedded Devices,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL Extension Wrangler Library,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL Extension to the X Window System,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL Multipipe,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL Performer,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL Shading Language,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL User Interface Library,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL SC,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL Utility Toolkit,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL Utility Library,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenGL++,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenImageIO,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenJPEG,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenML,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenSG,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenSceneGraph,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,OpenVG,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Papervision3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,PGPlot,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Pigment,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,PlayCanvas,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Pixel Buffer,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Plotutils,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Programmer Hierarchical Interactive Graphics System,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Pygame,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Python Imaging Library,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Pyxplot,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,QSDK,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Quadruple D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Quartz 2D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,QuickDraw,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,QuickDraw 3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,QuickDraw GX,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,RenderMan,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,SDL Collide,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,RenderWare,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Renesis Player,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Simple DirectMedia Layer,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Simple and Fast Multimedia Library,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Skia Graphics Engine,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Stage3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,StormEngineC,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,SVGALib,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Three.js,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Utah GLX,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Vega Prime,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Vertex Buffer Object,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,VirtualGL,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Visualization Library,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,WebGL,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,WGL API,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,X Toolkit Intrinsics,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,WinG,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,X3DOM,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,Xgl,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Graphics Libraries,X3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,AccelerEyes,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,IWOCL,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,Jacket,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,Nvidia Tesla,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,Lib Sh,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,OpenCL,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,Radeon HD 8000 Series,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,RapidMind,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,RCUDA,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,Renderscript,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,Stream Processing,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,TeraScale Microarchitecture,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,Graphics Core Next,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,Graphics Processing Unit,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,GPULib,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,Acceleware,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,AMD App SDK,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,AMD FireStream,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,AMD Stream SDK,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,BrookGPU,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,C++ AMP,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,Close to Metal,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,Codeplay,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,CUDA,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,CUDA Pinned Memory,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,DirectCompute,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,General-Purpose Computing on Graphics Processing Units,Tesla Microarchitecture,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Simple DirectMedia Layer,Pygame,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Simple DirectMedia Layer,SMPEG,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,Construct,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,VASSAL,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,Unreal Engine,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,SharpLudus,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,Unity,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,RPG Maker,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,Magic Work Station,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,LackeyCCG,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,Goji Editor,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,Godot,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,Game-Editor,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,Gamut,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,Game Maker,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,Game Core,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Integrated Development Environment,Virtual Play Table,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Artificial Intelligence,Combinatorial search,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Artificial Intelligence,Game Description Language,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Artificial Intelligence,Killer Heuristic,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Artificial Intelligence,Language Acquisition Device,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Artificial Intelligence,NegaMax,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Artificial Intelligence,Principal Variation Search,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Artificial Intelligence,Quiescence Search,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Artificial Intelligence,Transportation Table,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Artificial Intelligence,Zobrist Hashing,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Apple Graphics Library,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Open Cobalt,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Open Inventor,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Open Wonderland,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,OpenGL Performer,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,OpenSceneGraph,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,OpenGL++,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,OpenSG,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Papervision3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Programmer Hierarchical Interactive Graphics System,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,QSDK,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,QuickDraw 3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,RealmForge Game Engine,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,RenderWare,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,StormEngineC,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Three.js,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Ogre4j,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Object-Oriented Graphics Rendering Engine,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Mobile 3D Graphics API,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Ardor3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Away3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Coin3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,CopperLicht,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,DX Studio,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Croquet Project,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Fahrenheit Graphics API,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Flare3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Gamebryo,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,GLScene,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,HOOPS 3D Graphics System,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,ILNumerics.Net,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Irrlicht Engine,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Java 3D,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,JMonkey Engine,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,3D Scenegraph APIs,Visualization Library,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Video Game Development Websites,DevMaster.net,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Video Game Development Websites,Gamasutra,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Video Game Development Websites,GameDev.net,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,The AbleGamers Foundation,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Open Matte,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Parallax Scrolling,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,PLIB,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Seamless3d,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Virtual Camera System,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,SimpleJ,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Video Game Clone,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Video Game Bot,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,SlimDX,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Soft Body Dynamics,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Narrative Designer,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,MDA Framework,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,MegaTexture,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Audiere,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Awomo,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Binary Space Partitioning,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Client-Side Prediction,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Collision Hull,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Compressed File Library,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Debugging,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Programming,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Game Testing,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,In-Game Advertising,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Hit-Testing,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,MapCore,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,Managed DirectX,,,,
Information Technology,Tools / Technologies,Multimedia Related,Video Game Development,2.5D,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Vocoder,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,PDC-HR,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,PDC-EFR,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Opus Audio Format,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,MPC-MLQ,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Multi-Band Excitation,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Mixed-Excitation Linear Prediction,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Linear Predictive Coding,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Mean Opinion Score,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Long-Term Predicted Excitation Coding,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,IS-641,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Internet Low Bitrate Codec,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Internet Speech Audio Codec,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Harmonic Vector Excitation Coding,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Perceptual Evaluation of Speech Quality,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Perceptual Objective Listening Quality Assessment,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Vector Sum Excited Linear Prediction,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Speex,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Variable-Rate Multimode Wideband,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,SILK,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Sinusoidal Voice Over Packet Coder,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Selectable Mode Vocoder,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,RTAudio,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Secure Voice,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Secure Communications Interoperability Protocol,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Residual-Excited Linear Prediction,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Relaxed Code-Excited Linear Prediction,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Perceptual Speech Quality Measure,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Qualcomm Code-Excited Linear Prediction,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,G.729.1,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Half Rate,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Enhanced Variable Rate Codec B,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Enhanced Variable Rate Codec,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Enhanced Full Rate,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,EDACS Provoice,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Digital Speech Standard,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Continuously Variable Slope Delta Modulation,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Constrained Energy Lapped Transform,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Code-Excited Linear Prediction,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Algebraic Code-Excited Linear Prediction,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Codec2,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Adaptive Multi-Rate Wideband,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Adaptive Multi-Rate Audio Codec,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,4GV,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Extended Adaptive Multi-Rate Wideband,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,FS-1016,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,G.729,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,G.728,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,G.726,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,G.723.1,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,G.722.2,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,G.723,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,G.722,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,G.722.1,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,G.719,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,G.718,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,G.711,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,Full Rate,,,,
Information Technology,Tools / Technologies,Multimedia Related,Speech Codecs,FS-1015,,,,
